,Genome,time_create,mother,age
187,Down Eat Left Eat Right Eat Foto Right Chemo Up Down Eat Up Up Left Chemo Left Down Up Chemo Up Right Down Up Down,0,-1,13
188,Chemo Down Right Down Right Left Right Eat Eat Eat Eat Right Eat Right Eat Left Foto Left Eat Left Eat Right Up Down Left,0,-1,6
189,Chemo Down Up Down Foto Left Eat Eat Down Chemo Left Down Up Right Foto Chemo Down Foto Down Down Eat Eat Chemo Left Chemo,0,-1,41
190,Left Up Eat Eat Right Down Chemo Up Foto Up Foto Left Up Chemo Down Foto Chemo Down Eat Eat Foto Foto Chemo Chemo Chemo,0,-1,68
191,Chemo Eat Up Chemo Chemo Up Down Chemo Chemo Down Eat Down Up Down Right Chemo Left Left Up Right Up Up Up Eat Eat,0,-1,10
192,Right Down Down Up Foto Up Chemo Chemo Chemo Down Foto Up Left Up Foto Foto Chemo Down Chemo Down Eat Foto Up Eat Foto,0,-1,15
193,Left Chemo Down Down Left Eat Chemo Down Left Down Down Down Eat Eat Chemo Chemo Foto Foto Up Eat Chemo Foto Left Down Chemo,0,-1,23
194,Up Down Foto Eat Left Eat Right Eat Left Left Chemo Down Up Up Up Down Left Down Eat Left Eat Chemo Chemo Eat Left,0,-1,7
195,Down Right Up Eat Foto Chemo Left Up Up Right Eat Eat Foto Foto Down Foto Up Chemo Right Up Right Left Foto Eat Eat,0,-1,6
196,Up Right Eat Up Right Foto Eat Eat Left Foto Up Up Up Foto Left Foto Foto Foto Left Down Chemo Right Chemo Up Left,0,-1,8
197,Chemo Left Left Down Right Up Down Eat Down Foto Chemo Up Right Foto Right Left Foto Foto Up Foto Eat Left Chemo Left Chemo,0,-1,12
198,Chemo Up Chemo Up Right Foto Foto Right Right Left Chemo Down Foto Eat Left Down Eat Left Foto Eat Chemo Chemo Down Foto Chemo,0,-1,11
199,Left Right Foto Chemo Up Down Down Right Chemo Foto Down Right Down Left Chemo Up Right Down Down Chemo Eat Right Right Chemo Foto,0,-1,8
200,Up Eat Left Right Foto Down Eat Eat Chemo Eat Down Right Chemo Up Right Chemo Right Down Foto Left Foto Chemo Left Right Eat,0,-1,27
201,Eat Right Eat Chemo Chemo Right Right Right Right Down Chemo Left Eat Down Left Eat Right Left Eat Chemo Up Up Foto Eat Chemo,0,-1,7
202,Up Right Up Up Down Eat Up Up Right Up Down Up Down Eat Eat Down Eat Up Eat Chemo Right Down Foto Foto Up,0,-1,35
203,Right Down Foto Right Down Chemo Eat Foto Eat Down Eat Up Up Left Right Chemo Eat Up Right Down Down Chemo Up Left Chemo,0,-1,11
204,Eat Eat Right Up Up Left Foto Eat Eat Chemo Left Right Foto Chemo Left Chemo Eat Chemo Left Chemo Up Eat Down Up Chemo,0,-1,21
205,Up Eat Eat Up Up Down Down Foto Foto Left Right Chemo Left Right Up Eat Left Foto Up Eat Left Chemo Right Left Down,0,-1,5
206,Up Up Chemo Up Left Down Chemo Foto Left Chemo Right Right Up Eat Chemo Eat Foto Left Left Eat Left Down Right Down Foto,0,-1,5
207,Up Eat Left Up Up Eat Foto Chemo Up Left Right Up Eat Up Right Right Eat Down Eat Up Right Foto Left Left Up,0,-1,2
208,Right Foto Eat Up Left Down Chemo Up Up Left Foto Down Down Up Right Eat Right Foto Foto Chemo Right Foto Left Foto Right,0,-1,35
209,Chemo Chemo Eat Chemo Left Down Left Chemo Foto Right Foto Up Up Eat Left Foto Left Down Left Foto Chemo Chemo Right Left Chemo,0,-1,7
210,Right Down Eat Left Left Up Up Foto Eat Eat Down Eat Left Foto Down Chemo Up Down Right Chemo Up Up Down Foto Left,0,-1,7
211,Eat Left Chemo Eat Left Up Up Down Right Foto Down Down Eat Eat Left Chemo Chemo Eat Right Eat Down Left Foto Down Up,0,-1,6
212,Foto Foto Foto Right Eat Foto Up Down Right Up Eat Left Foto Down Chemo Foto Foto Right Left Up Up Right Left Foto Up,0,-1,27
213,Right Down Foto Left Up Eat Chemo Right Up Down Eat Left Eat Left Left Left Right Foto Foto Up Right Foto Right Down Left,0,-1,5
214,Eat Right Up Chemo Foto Right Right Down Eat Right Left Foto Foto Foto Down Chemo Chemo Down Down Left Down Chemo Chemo Foto Right,0,-1,9
215,Left Right Up Eat Left Eat Right Eat Foto Chemo Left Right Foto Right Left Right Left Chemo Left Left Down Foto Up Foto Up,0,-1,5
216,Chemo Right Eat Eat Chemo Eat Down Chemo Left Eat Foto Chemo Up Up Up Right Foto Down Right Right Eat Right Right Chemo Up,0,-1,8
217,Left Foto Right Right Right Left Right Foto Left Left Foto Up Foto Up Down Up Right Foto Chemo Foto Eat Up Foto Eat Right,0,-1,49
218,Down Chemo Chemo Down Left Foto Down Eat Eat Foto Eat Left Left Left Chemo Down Eat Eat Eat Eat Left Up Down Foto Chemo,0,-1,317
219,Eat Left Chemo Up Eat Right Chemo Left Right Up Left Foto Eat Foto Chemo Chemo Eat Left Foto Down Down Foto Right Right Eat,0,-1,2
220,Down Right Down Chemo Down Right Up Down Down Chemo Left Eat Left Chemo Foto Left Foto Left Eat Up Eat Chemo Down Up Right,0,-1,11
221,Down Up Right Left Foto Left Chemo Right Down Up Foto Eat Foto Foto Eat Right Foto Down Chemo Chemo Foto Eat Up Eat Down,0,-1,20
222,Right Down Foto Down Right Up Down Chemo Foto Right Eat Up Foto Left Down Left Right Up Up Right Foto Chemo Right Down Up,0,-1,6
223,Eat Right Left Chemo Right Foto Chemo Chemo Up Chemo Eat Foto Eat Up Up Chemo Eat Up Down Foto Chemo Up Chemo Right Left,0,-1,317
224,Right Chemo Left Up Eat Foto Up Eat Right Left Right Eat Left Down Eat Right Left Eat Foto Up Right Right Eat Chemo Down,0,-1,10
225,Up Chemo Eat Down Chemo Eat Right Up Foto Right Down Eat Down Right Down Left Eat Down Down Chemo Chemo Up Left Right Chemo,0,-1,14
226,Down Down Eat Foto Down Up Left Up Right Chemo Right Left Left Chemo Eat Left Down Right Right Chemo Up Left Down Eat Down,0,-1,6
227,Up Down Down Right Chemo Left Eat Up Eat Down Up Down Chemo Left Up Up Foto Up Eat Up Left Left Foto Chemo Right,0,-1,6
228,Left Down Right Right Up Eat Eat Left Up Right Chemo Chemo Chemo Foto Up Left Foto Left Chemo Left Up Left Down Up Eat,0,-1,1
229,Down Down Right Left Right Down Eat Right Right Left Right Right Right Down Down Down Chemo Chemo Up Right Up Chemo Foto Right Up,0,-1,5
230,Eat Up Chemo Right Chemo Left Right Right Foto Chemo Chemo Foto Foto Eat Down Left Down Foto Eat Chemo Chemo Up Up Right Left,0,-1,12
231,Eat Up Foto Right Right Right Up Down Chemo Up Foto Left Eat Up Eat Left Foto Foto Eat Eat Up Chemo Eat Left Eat,0,-1,17
232,Foto Right Chemo Foto Chemo Right Left Foto Left Down Eat Up Up Up Left Foto Up Eat Chemo Down Up Chemo Up Eat Foto,0,-1,8
233,Up Right Right Down Right Left Left Foto Left Foto Up Foto Foto Foto Right Right Up Up Eat Up Eat Down Up Foto Foto,0,-1,63
234,Eat Down Foto Chemo Left Eat Right Up Chemo Chemo Left Eat Down Left Up Up Left Left Eat Foto Foto Up Down Up Down,0,-1,6
235,Right Left Down Down Right Down Right Down Up Up Left Right Foto Foto Down Left Left Right Foto Chemo Eat Chemo Up Up Foto,0,-1,5
236,Foto Eat Chemo Left Eat Up Left Eat Eat Down Chemo Left Chemo Up Up Left Up Chemo Up Foto Eat Chemo Chemo Up Eat,0,-1,17
237,Left Left Chemo Eat Right Up Up Foto Left Eat Up Down Up Chemo Down Left Up Down Foto Down Left Left Up Eat Left,0,-1,8
238,Chemo Eat Foto Eat Left Right Left Right Up Right Right Up Right Chemo Down Left Left Right Eat Right Foto Down Foto Chemo Down,0,-1,25
239,Down Up Right Up Eat Right Left Eat Down Left Down Foto Down Left Down Up Chemo Foto Up Chemo Eat Eat Eat Down Left,0,-1,11
240,Eat Left Left Right Right Chemo Left Left Up Down Left Down Down Eat Up Chemo Right Down Right Foto Foto Foto Up Right Right,0,-1,7
241,Down Eat Down Foto Up Right Down Down Up Left Left Right Eat Foto Right Eat Left Chemo Right Right Up Down Chemo Foto Chemo,0,-1,8
242,Down Eat Down Right Down Foto Eat Chemo Right Foto Left Down Left Up Foto Chemo Right Eat Right Eat Down Down Foto Left Up,0,-1,8
243,Right Left Up Chemo Chemo Right Foto Chemo Foto Down Up Left Up Right Right Foto Eat Down Up Right Down Up Foto Right Up,0,-1,5
244,Up Left Left Chemo Eat Left Right Chemo Left Up Foto Right Foto Right Left Right Right Down Up Left Foto Eat Left Left Right,0,-1,5
245,Chemo Down Right Down Right Foto Foto Foto Eat Eat Right Eat Left Up Down Foto Foto Left Foto Eat Chemo Down Right Foto Right,0,-1,6
246,Eat Eat Left Left Chemo Eat Right Right Right Eat Left Up Up Chemo Eat Up Chemo Down Down Left Chemo Down Left Chemo Chemo,0,-1,8
247,Right Foto Chemo Down Chemo Down Up Right Eat Down Eat Right Eat Down Eat Down Right Eat Chemo Up Down Chemo Eat Down Right,0,-1,6
248,Up Down Down Up Down Left Chemo Eat Up Eat Up Chemo Right Up Up Foto Eat Chemo Up Down Eat Right Left Foto Right,0,-1,7
249,Down Up Down Foto Chemo Eat Chemo Foto Up Down Chemo Right Right Left Foto Down Left Foto Foto Chemo Up Up Right Chemo Down,0,-1,74
250,Left Right Right Right Up Foto Left Chemo Up Down Eat Chemo Up Left Foto Foto Chemo Eat Right Chemo Left Down Chemo Up Right,0,-1,12
251,Up Down Chemo Right Up Right Chemo Foto Chemo Right Chemo Right Chemo Up Down Foto Eat Up Right Left Right Chemo Left Up Left,0,-1,6
252,Foto Chemo Left Chemo Chemo Right Down Eat Right Eat Foto Down Right Up Up Foto Left Eat Right Chemo Down Down Foto Foto Down,0,-1,81
253,Right Right Foto Foto Left Right Right Eat Left Left Chemo Right Left Foto Down Down Chemo Foto Down Left Eat Down Up Foto Down,0,-1,7
254,Eat Up Up Eat Foto Up Right Foto Left Left Eat Left Up Chemo Left Down Up Right Up Eat Up Left Foto Down Eat,0,-1,5
255,Left Right Right Down Chemo Eat Foto Eat Foto Foto Eat Up Up Eat Right Foto Foto Down Up Down Foto Down Up Up Left,0,-1,10
256,Down Up Foto Foto Foto Up Chemo Right Chemo Eat Eat Up Left Up Left Chemo Left Up Left Up Chemo Right Foto Eat Chemo,0,-1,22
257,Chemo Up Left Left Left Up Up Chemo Right Chemo Right Left Up Left Eat Down Up Right Foto Down Down Eat Eat Foto Up,0,-1,13
258,Foto Left Left Eat Left Chemo Foto Foto Foto Left Chemo Up Eat Eat Eat Right Eat Chemo Foto Left Chemo Chemo Eat Down Eat,0,-1,32
259,Right Eat Eat Up Down Right Eat Left Left Down Eat Eat Right Left Up Left Foto Up Down Right Chemo Chemo Eat Eat Eat,0,-1,5
260,Eat Chemo Up Up Foto Down Down Eat Eat Down Eat Left Eat Left Eat Eat Down Foto Chemo Down Up Left Right Right Eat,0,-1,7
261,Down Right Down Chemo Foto Foto Foto Right Down Up Right Chemo Up Left Right Down Chemo Left Foto Chemo Right Chemo Up Right Foto,0,-1,10
262,Left Foto Up Left Left Left Eat Right Chemo Foto Down Right Chemo Down Left Chemo Right Left Right Left Right Left Left Up Eat,0,-1,3
263,Foto Foto Left Left Up Chemo Left Chemo Left Eat Left Right Right Chemo Chemo Left Eat Up Down Up Up Right Up Up Chemo,0,-1,26
264,Down Foto Chemo Chemo Eat Eat Eat Right Up Down Right Down Eat Eat Down Foto Up Foto Left Right Eat Chemo Up Left Eat,0,-1,5
265,Eat Up Eat Up Up Foto Foto Foto Down Left Chemo Foto Down Foto Left Foto Foto Down Up Foto Up Right Eat Right Left,0,-1,10
266,Eat Up Up Down Right Right Right Down Chemo Down Left Down Down Foto Down Down Chemo Up Left Left Right Left Up Down Up,0,-1,7
267,Right Right Foto Left Down Up Up Chemo Eat Down Foto Foto Foto Chemo Foto Eat Foto Foto Down Right Foto Down Right Up Down,0,-1,11
268,Right Down Left Up Down Foto Up Down Eat Right Chemo Down Eat Right Foto Down Right Eat Right Chemo Down Eat Left Chemo Foto,0,-1,5
269,Up Foto Left Left Down Eat Right Foto Up Right Up Eat Up Chemo Chemo Foto Right Down Down Down Chemo Up Foto Right Right,0,-1,5
270,Chemo Down Eat Up Right Foto Right Foto Foto Down Left Left Left Right Left Eat Eat Right Eat Foto Up Left Eat Right Right,0,-1,5
271,Up Down Eat Right Up Right Up Right Chemo Eat Chemo Foto Right Chemo Up Foto Foto Eat Eat Up Foto Up Eat Up Eat,0,-1,36
272,Down Left Right Right Right Up Foto Right Eat Chemo Chemo Left Chemo Eat Foto Left Right Down Up Right Down Eat Left Eat Foto,0,-1,8
273,Chemo Down Foto Foto Down Down Up Left Chemo Left Right Foto Eat Left Down Chemo Down Foto Down Eat Foto Right Right Chemo Eat,0,-1,9
274,Eat Foto Down Eat Up Eat Eat Eat Foto Left Foto Eat Down Foto Eat Chemo Foto Eat Up Right Left Down Chemo Foto Down,0,-1,33
275,Foto Foto Down Left Right Up Foto Left Right Up Left Eat Foto Right Left Right Down Left Right Eat Up Down Eat Eat Up,0,-1,9
276,Down Left Foto Up Foto Chemo Eat Right Eat Chemo Left Left Left Left Foto Right Chemo Eat Chemo Chemo Foto Foto Chemo Foto Eat,0,-1,14
277,Chemo Eat Chemo Chemo Eat Right Foto Left Up Foto Right Chemo Chemo Right Right Right Chemo Down Up Right Left Left Foto Down Up,0,-1,7
278,Eat Left Foto Right Chemo Eat Left Chemo Down Up Chemo Foto Left Left Chemo Right Up Foto Chemo Down Right Right Down Up Chemo,0,-1,9
279,Foto Chemo Right Right Right Left Up Up Chemo Eat Down Foto Down Right Foto Left Eat Eat Eat Up Eat Chemo Left Up Foto,0,-1,4
280,Chemo Foto Right Eat Left Left Chemo Right Left Eat Left Up Down Chemo Left Up Up Eat Down Eat Chemo Foto Left Eat Up,0,-1,3
281,Right Eat Chemo Eat Eat Up Foto Down Left Down Up Right Foto Left Up Right Eat Foto Left Eat Eat Chemo Chemo Down Right,0,-1,317
282,Up Right Chemo Up Left Eat Right Up Left Left Chemo Left Foto Down Right Foto Eat Chemo Right Chemo Foto Down Chemo Chemo Foto,0,-1,26
283,Right Eat Left Up Left Down Right Left Left Chemo Chemo Left Down Up Left Left Down Eat Right Right Chemo Down Down Up Left,0,-1,5
284,Chemo Up Right Right Chemo Right Foto Up Chemo Eat Left Chemo Foto Foto Foto Up Up Down Right Right Down Eat Right Foto Eat,0,-1,17
285,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,0,-1,185
286,Down Up Right Down Down Up Foto Down Right Left Chemo Chemo Up Up Down Right Eat Down Chemo Left Foto Left Right Right Foto,0,-1,6
287,Chemo Left Foto Up Right Right Eat Up Up Up Right Chemo Eat Eat Up Up Foto Left Chemo Foto Left Foto Eat Foto Up,0,-1,7
288,Up Left Left Down Eat Chemo Right Chemo Right Down Right Foto Chemo Down Right Down Chemo Chemo Eat Down Down Up Eat Down Foto,0,-1,7
289,Down Left Chemo Chemo Left Right Right Eat Chemo Eat Right Down Chemo Chemo Eat Down Right Up Foto Eat Eat Eat Down Right Eat,0,-1,11
290,Chemo Left Up Foto Chemo Up Left Chemo Eat Down Right Chemo Foto Foto Right Left Chemo Eat Up Right Eat Right Up Chemo Right,0,-1,99
291,Right Left Right Left Right Foto Eat Chemo Down Chemo Chemo Foto Left Foto Left Foto Foto Eat Down Eat Left Down Down Right Chemo,0,-1,5
292,Eat Down Chemo Foto Right Chemo Up Left Foto Down Down Eat Up Down Chemo Right Down Eat Eat Chemo Foto Eat Left Right Right,0,-1,1
293,Up Left Up Left Foto Chemo Right Down Up Up Foto Left Up Chemo Chemo Right Left Chemo Right Chemo Eat Right Down Right Chemo,0,-1,6
294,Right Down Left Foto Left Left Down Chemo Eat Foto Left Down Right Chemo Left Chemo Right Down Foto Chemo Up Right Chemo Up Foto,0,-1,68
295,Left Eat Left Up Left Down Chemo Eat Chemo Foto Down Down Eat Chemo Chemo Foto Foto Down Up Foto Foto Eat Foto Eat Eat,0,-1,11
296,Down Eat Foto Up Eat Chemo Eat Right Down Up Up Foto Right Eat Chemo Eat Down Foto Foto Chemo Left Chemo Right Up Right,0,-1,128
297,Down Left Left Eat Right Foto Down Foto Down Chemo Right Foto Eat Foto Down Down Left Chemo Right Chemo Chemo Left Up Up Chemo,0,-1,317
298,Eat Eat Left Right Eat Left Right Eat Chemo Chemo Eat Up Foto Up Eat Eat Right Left Chemo Foto Down Foto Left Eat Eat,0,-1,12
299,Left Chemo Chemo Right Left Down Eat Left Up Foto Right Left Up Chemo Left Right Eat Foto Chemo Right Chemo Chemo Right Right Left,0,-1,2
300,Left Left Up Chemo Up Chemo Down Left Chemo Down Foto Chemo Up Right Eat Foto Right Down Down Left Right Up Down Left Right,0,-1,5
301,Chemo Chemo Up Left Chemo Up Eat Right Up Left Down Eat Eat Foto Up Right Chemo Eat Chemo Down Down Eat Chemo Up Foto,0,-1,17
302,Up Foto Down Foto Chemo Right Right Eat Right Eat Foto Chemo Down Eat Right Right Left Left Eat Right Up Up Left Left Eat,0,-1,6
303,Eat Down Down Eat Eat Right Foto Foto Down Down Eat Up Up Eat Up Foto Eat Chemo Down Eat Left Down Foto Up Down,0,-1,13
304,Left Left Up Right Right Down Foto Left Left Left Right Down Left Left Foto Down Right Right Down Foto Right Up Foto Chemo Up,0,-1,2
305,Eat Eat Left Eat Foto Eat Right Down Up Eat Up Up Chemo Up Chemo Chemo Right Foto Up Eat Right Foto Left Eat Up,0,-1,12
306,Eat Down Foto Up Up Left Right Down Up Foto Left Up Foto Foto Down Foto Chemo Chemo Right Eat Up Foto Down Foto Right,0,-1,87
307,Chemo Right Chemo Down Left Down Left Eat Up Chemo Eat Foto Down Right Down Up Foto Chemo Up Down Up Down Right Eat Right,0,-1,5
308,Down Chemo Eat Chemo Left Foto Eat Right Right Chemo Foto Down Foto Foto Right Chemo Down Down Down Right Left Down Right Up Foto,0,-1,11
309,Chemo Up Chemo Eat Right Up Chemo Left Left Right Chemo Chemo Foto Chemo Down Left Up Left Chemo Down Chemo Foto Up Eat Up,0,-1,13
310,Foto Up Up Down Right Right Down Eat Right Left Left Chemo Right Down Up Foto Left Right Right Down Left Right Eat Foto Up,0,-1,5
311,Right Right Foto Foto Eat Eat Chemo Eat Down Foto Down Right Left Foto Down Right Left Up Right Eat Chemo Eat Chemo Eat Eat,0,-1,6
312,Foto Right Up Foto Foto Left Foto Chemo Eat Eat Eat Foto Chemo Up Eat Eat Right Chemo Foto Chemo Left Foto Eat Left Down,0,-1,24
313,Down Up Foto Left Foto Down Foto Up Up Up Up Chemo Eat Left Left Right Foto Foto Right Eat Chemo Left Chemo Foto Down,0,-1,5
314,Chemo Foto Foto Chemo Chemo Foto Chemo Foto Chemo Chemo Eat Chemo Right Right Left Up Chemo Eat Chemo Down Right Right Eat Chemo Chemo,0,-1,10
315,Eat Left Up Eat Down Up Up Left Eat Right Up Eat Right Chemo Down Chemo Down Eat Left Down Right Down Foto Chemo Right,0,-1,1
316,Eat Eat Left Chemo Foto Up Down Left Up Down Eat Eat Right Foto Up Foto Right Right Left Eat Left Chemo Foto Left Down,0,-1,8
317,Chemo Right Foto Eat Foto Foto Chemo Right Chemo Down Right Left Left Right Left Left Down Right Left Foto Eat Foto Chemo Foto Down,0,-1,10
318,Chemo Left Eat Down Up Left Left Up Down Eat Right Eat Chemo Eat Up Right Down Up Down Chemo Right Right Chemo Right Left,0,-1,8
319,Foto Chemo Right Eat Chemo Eat Left Right Down Eat Up Chemo Foto Left Eat Eat Foto Eat Foto Eat Chemo Foto Eat Right Eat,0,-1,21
320,Left Chemo Chemo Left Eat Down Right Up Chemo Up Down Eat Down Eat Left Eat Down Down Chemo Up Down Left Eat Down Down,0,-1,20
321,Left Down Down Up Foto Down Left Left Up Right Right Up Chemo Eat Down Down Down Eat Right Eat Foto Down Down Chemo Up,0,-1,5
322,Up Up Foto Chemo Up Foto Up Up Down Left Chemo Chemo Right Up Chemo Left Right Eat Chemo Chemo Up Chemo Foto Right Eat,0,-1,12
323,Up Down Down Down Foto Up Left Up Left Up Right Right Up Down Right Left Up Right Right Eat Chemo Right Left Right Up,0,-1,5
324,Chemo Foto Chemo Down Down Left Foto Chemo Right Up Right Left Chemo Up Left Right Down Up Foto Chemo Left Up Right Eat Up,0,-1,8
325,Foto Right Left Chemo Down Eat Up Up Eat Down Chemo Chemo Down Chemo Chemo Down Up Left Right Up Right Eat Up Up Eat,0,-1,8
326,Eat Up Eat Foto Up Eat Right Down Up Up Left Down Chemo Foto Up Chemo Right Left Right Chemo Chemo Foto Foto Foto Left,0,-1,3
327,Left Right Right Foto Foto Up Chemo Left Chemo Foto Down Chemo Up Eat Chemo Eat Up Eat Up Right Up Right Up Up Right,0,-1,2
328,Chemo Chemo Left Chemo Right Chemo Down Down Right Right Eat Left Right Left Foto Foto Right Left Left Up Foto Right Down Chemo Chemo,0,-1,167
329,Foto Right Foto Chemo Up Right Left Left Down Chemo Left Down Left Up Up Eat Chemo Right Eat Up Left Eat Eat Eat Right,0,-1,1
330,Chemo Right Eat Foto Eat Down Left Right Eat Foto Chemo Right Left Down Right Up Eat Right Left Left Left Foto Right Chemo Eat,0,-1,32
331,Eat Chemo Foto Eat Right Down Foto Eat Left Foto Foto Left Eat Down Chemo Up Eat Eat Left Down Eat Chemo Chemo Down Up,0,-1,9
332,Foto Foto Foto Left Chemo Up Right Eat Down Down Foto Up Chemo Up Down Eat Right Chemo Eat Eat Left Foto Right Foto Eat,0,-1,14
333,Right Foto Right Eat Down Up Left Down Left Left Left Chemo Down Foto Down Up Eat Chemo Down Down Left Eat Chemo Right Eat,0,-1,4
334,Right Chemo Down Chemo Chemo Foto Left Left Eat Right Up Eat Left Left Up Eat Right Chemo Down Right Chemo Up Chemo Right Left,0,-1,20
335,Foto Foto Right Foto Eat Eat Down Up Foto Eat Eat Chemo Eat Right Foto Chemo Up Up Left Chemo Eat Up Left Up Up,0,-1,9
336,Eat Left Chemo Down Up Left Eat Chemo Foto Foto Down Eat Up Down Chemo Right Up Foto Up Foto Left Down Up Right Eat,0,-1,4
337,Right Right Eat Foto Eat Left Up Chemo Down Foto Foto Up Down Left Up Left Chemo Right Chemo Down Chemo Eat Down Chemo Up,0,-1,17
338,Right Chemo Chemo Chemo Down Chemo Eat Chemo Eat Eat Right Left Foto Foto Down Up Down Eat Right Eat Foto Left Right Left Foto,0,-1,6
